IdFeedBack,Prediction
S01_Sess01_FB001,0.6705456888538835
S01_Sess01_FB002,0.48695707167770663
S01_Sess01_FB003,0.6714762520654174
S01_Sess01_FB004,0.573343178056948
S01_Sess01_FB005,0.6631328227306579
S01_Sess01_FB006,0.6593552762869302
S01_Sess01_FB007,0.5201149291770426
S01_Sess01_FB008,0.6470701869405603
S01_Sess01_FB009,0.6134566364835734
S01_Sess01_FB010,0.5743168907157113
S01_Sess01_FB011,0.5492210337707483
S01_Sess01_FB012,0.6069841148131703
S01_Sess01_FB013,0.5772093850237128
S01_Sess01_FB014,0.7050398511702393
S01_Sess01_FB015,0.7063497851998161
S01_Sess01_FB016,0.538554445595365
S01_Sess01_FB017,0.6456470796044453
S01_Sess01_FB018,0.7783807168136634
S01_Sess01_FB019,0.672773941389327
S01_Sess01_FB020,0.43063538453526196
S01_Sess01_FB021,0.6026760013391982
S01_Sess01_FB022,0.6756018735133702
S01_Sess01_FB023,0.6087074870628694
S01_Sess01_FB024,0.6620944203699918
S01_Sess01_FB025,0.8254788190027956
S01_Sess01_FB026,0.5859218449474134
S01_Sess01_FB027,0.7115136597383512
S01_Sess01_FB028,0.4900179467597754
S01_Sess01_FB029,0.5170913083983628
S01_Sess01_FB030,0.6827953711853509
S01_Sess01_FB031,0.5107173427118398
S01_Sess01_FB032,0.6670823518492887
S01_Sess01_FB033,0.6474495447758157
S01_Sess01_FB034,0.6461570513959316
S01_Sess01_FB035,0.7846721377806278
S01_Sess01_FB036,0.581640541752661
S01_Sess01_FB037,0.7732399630064796
S01_Sess01_FB038,0.7286522742547217
S01_Sess01_FB039,0.5876737192056042
S01_Sess01_FB040,0.4046291534975053
S01_Sess01_FB041,0.6434518712096065
S01_Sess01_FB042,0.5757021392642974
S01_Sess01_FB043,0.6443780168942452
S01_Sess01_FB044,0.39813919889462157
S01_Sess01_FB045,0.5821147829233282
S01_Sess01_FB046,0.7671442491070889
S01_Sess01_FB047,0.6424937424412213
S01_Sess01_FB048,0.635065388397008
S01_Sess01_FB049,0.4074874936239805
S01_Sess01_FB050,0.5153808936872801
S01_Sess01_FB051,0.6771567122888429
S01_Sess01_FB052,0.6542301531840485
S01_Sess01_FB053,0.6205830171422463
S01_Sess01_FB054,0.6641152581904706
S01_Sess01_FB055,0.7242941862199473
S01_Sess01_FB056,0.6012684547976376
S01_Sess01_FB057,0.6850776397428651
S01_Sess01_FB058,0.6116853067701847
S01_Sess01_FB059,0.5860426523578738
S01_Sess01_FB060,0.7426601837172496
S01_Sess02_FB001,0.5088047413514445
S01_Sess02_FB002,0.586986057906625
S01_Sess02_FB003,0.6231551283196208
S01_Sess02_FB004,0.6632936840736753
S01_Sess02_FB005,0.6230356362691383
S01_Sess02_FB006,0.5639371000051807
S01_Sess02_FB007,0.6720837645208757
S01_Sess02_FB008,0.6525434364273486
S01_Sess02_FB009,0.6768786510106377
S01_Sess02_FB010,0.7002728332368213
S01_Sess02_FB011,0.7031439209921807
S01_Sess02_FB012,0.55559715765309
S01_Sess02_FB013,0.7219085813634705
S01_Sess02_FB014,0.44653424692428423
S01_Sess02_FB015,0.4484119351371489
S01_Sess02_FB016,0.814169179746873
S01_Sess02_FB017,0.5121942706061469
S01_Sess02_FB018,0.6140966209127318
S01_Sess02_FB019,0.6459407357263536
S01_Sess02_FB020,0.6134423995605125
S01_Sess02_FB021,0.6446794962782789
S01_Sess02_FB022,0.5653831340903555
S01_Sess02_FB023,0.5041591026804106
S01_Sess02_FB024,0.651960264663653
S01_Sess02_FB025,0.6733095420632421
S01_Sess02_FB026,0.8291148033930196
S01_Sess02_FB027,0.6166616168135293
S01_Sess02_FB028,0.6429733193851422
S01_Sess02_FB029,0.43522020480034607
S01_Sess02_FB030,0.7025125162460248
S01_Sess02_FB031,0.7340371034978507
S01_Sess02_FB032,0.6575291320692273
S01_Sess02_FB033,0.7931238460364256
S01_Sess02_FB034,0.503505324465128
S01_Sess02_FB035,0.422992660610328
S01_Sess02_FB036,0.7665134744067883
S01_Sess02_FB037,0.6843114268899108
S01_Sess02_FB038,0.6943505316855683
S01_Sess02_FB039,0.6878089301892198
S01_Sess02_FB040,0.6310575308960346
