IdFeedBack,Prediction
S01_Sess01_FB001,0.6262408195561323
S01_Sess01_FB002,0.5536926796336972
S01_Sess01_FB003,0.7199354876172184
S01_Sess01_FB004,0.6186636155936831
S01_Sess01_FB005,0.661144192447227
S01_Sess01_FB006,0.7677512109421141
S01_Sess01_FB007,0.592601575739737
S01_Sess01_FB008,0.6481847480077977
S01_Sess01_FB009,0.6420374218087289
S01_Sess01_FB010,0.6628301427164139
S01_Sess01_FB011,0.6537998808626436
S01_Sess01_FB012,0.6008763131471906
S01_Sess01_FB013,0.6474253873916253
S01_Sess01_FB014,0.6791618376117103
S01_Sess01_FB015,0.7487092982738534
S01_Sess01_FB016,0.5785781406509712
S01_Sess01_FB017,0.6394262723061296
S01_Sess01_FB018,0.681126816882716
S01_Sess01_FB019,0.6330200983097491
S01_Sess01_FB020,0.5311977639967514
S01_Sess01_FB021,0.6846230703225517
S01_Sess01_FB022,0.7097571605374071
S01_Sess01_FB023,0.6458472177372184
S01_Sess01_FB024,0.6907564221565826
S01_Sess01_FB025,0.716628797918896
S01_Sess01_FB026,0.6416055478153901
S01_Sess01_FB027,0.7093183803199177
S01_Sess01_FB028,0.5832806918039847
S01_Sess01_FB029,0.586463575144532
S01_Sess01_FB030,0.624213977642792
S01_Sess01_FB031,0.6007053188580136
S01_Sess01_FB032,0.6530523939409619
S01_Sess01_FB033,0.6929617802192478
S01_Sess01_FB034,0.6722260249890681
S01_Sess01_FB035,0.6741695042440636
S01_Sess01_FB036,0.6839808521397737
S01_Sess01_FB037,0.6845645937883459
S01_Sess01_FB038,0.7058543099017226
S01_Sess01_FB039,0.7016548511565659
S01_Sess01_FB040,0.5253590749290169
S01_Sess01_FB041,0.6949488328409328
S01_Sess01_FB042,0.5979560213779714
S01_Sess01_FB043,0.6523072126659692
S01_Sess01_FB044,0.5571174351422946
S01_Sess01_FB045,0.6367696467891661
S01_Sess01_FB046,0.7354837529048234
S01_Sess01_FB047,0.6215149762595853
S01_Sess01_FB048,0.7065119990666834
S01_Sess01_FB049,0.5676948962267236
S01_Sess01_FB050,0.5743941058690594
S01_Sess01_FB051,0.6804979235710668
S01_Sess01_FB052,0.6253461438524653
S01_Sess01_FB053,0.6808492864322662
S01_Sess01_FB054,0.6270859912981377
S01_Sess01_FB055,0.7323905993593566
S01_Sess01_FB056,0.691194034393859
S01_Sess01_FB057,0.7038406492333401
S01_Sess01_FB058,0.6506583521937671
S01_Sess01_FB059,0.6903302258016656
S01_Sess01_FB060,0.6834193484826294
S01_Sess02_FB001,0.5481741181614853
S01_Sess02_FB002,0.6319407340453385
S01_Sess02_FB003,0.6778950068571971
S01_Sess02_FB004,0.6890738565833613
S01_Sess02_FB005,0.6381203527329494
S01_Sess02_FB006,0.6125068598257876
S01_Sess02_FB007,0.7190121991391737
S01_Sess02_FB008,0.6721390581126221
S01_Sess02_FB009,0.6788386028425131
S01_Sess02_FB010,0.7246083367438729
S01_Sess02_FB011,0.7316343522535637
S01_Sess02_FB012,0.6069114978648769
S01_Sess02_FB013,0.6505830007510023
S01_Sess02_FB014,0.5893057092660724
S01_Sess02_FB015,0.6457220597054565
S01_Sess02_FB016,0.7585362097799554
S01_Sess02_FB017,0.5781815909308883
S01_Sess02_FB018,0.6433729136508776
S01_Sess02_FB019,0.6599497293757528
S01_Sess02_FB020,0.686604949429339
S01_Sess02_FB021,0.6616924366909999
S01_Sess02_FB022,0.6321840916195275
S01_Sess02_FB023,0.6059837850103481
S01_Sess02_FB024,0.6635106359812635
S01_Sess02_FB025,0.710745042127868
S01_Sess02_FB026,0.7780103139142569
