IdFeedBack,Prediction
S01_Sess01_FB001,0.6948289356665235
S01_Sess01_FB002,0.6961222505480827
S01_Sess01_FB003,0.756518681377776
S01_Sess01_FB004,0.6931831927473812
S01_Sess01_FB005,0.7427085972771686
S01_Sess01_FB006,0.7663095355731124
S01_Sess01_FB007,0.6894946373355986
S01_Sess01_FB008,0.7491528430132413
S01_Sess01_FB009,0.6965473223811413
S01_Sess01_FB010,0.7358500769567526
S01_Sess01_FB011,0.6976712652707342
S01_Sess01_FB012,0.7061075789829288
S01_Sess01_FB013,0.7457220262337637
S01_Sess01_FB014,0.7334715659752624
S01_Sess01_FB015,0.7625288809529747
S01_Sess01_FB016,0.7027080917563164
S01_Sess01_FB017,0.6989131170273967
S01_Sess01_FB018,0.7458964714659743
S01_Sess01_FB019,0.7214820533451011
S01_Sess01_FB020,0.6864045547671705
S01_Sess01_FB021,0.7356503362923879
S01_Sess01_FB022,0.7571032760447305
S01_Sess01_FB023,0.7198287797764138
S01_Sess01_FB024,0.7174437362540372
S01_Sess01_FB025,0.7647725504157188
S01_Sess01_FB026,0.7066990474072906
S01_Sess01_FB027,0.7476004305213647
S01_Sess01_FB028,0.6907861609863288
S01_Sess01_FB029,0.6937966196531424
S01_Sess01_FB030,0.6969902328279527
S01_Sess01_FB031,0.7111247655286524
S01_Sess01_FB032,0.756338072532066
S01_Sess01_FB033,0.7412361529023792
S01_Sess01_FB034,0.7578276823192384
S01_Sess01_FB035,0.7487355502981621
S01_Sess01_FB036,0.7531326040759256
S01_Sess01_FB037,0.7599741665351288
S01_Sess01_FB038,0.7444198439638268
S01_Sess01_FB039,0.735664571431179
S01_Sess01_FB040,0.685333781677383
S01_Sess01_FB041,0.7553063794377782
S01_Sess01_FB042,0.6866349162023525
S01_Sess01_FB043,0.7379680591263147
S01_Sess01_FB044,0.6885642539129457
S01_Sess01_FB045,0.7323091796327036
S01_Sess01_FB046,0.7603491764975192
S01_Sess01_FB047,0.7165583166266977
S01_Sess01_FB048,0.7504439712138364
S01_Sess01_FB049,0.6917962460205399
S01_Sess01_FB050,0.6939062320300274
S01_Sess01_FB051,0.7274084473519238
S01_Sess01_FB052,0.7098450468327094
S01_Sess01_FB053,0.7488108292504575
S01_Sess01_FB054,0.7404713829494511
S01_Sess01_FB055,0.7581591471913898
S01_Sess01_FB056,0.7268995336210077
S01_Sess01_FB057,0.74246938869404
S01_Sess01_FB058,0.7208887553022191
S01_Sess01_FB059,0.7313615517353046
S01_Sess01_FB060,0.7417521714094009
S01_Sess02_FB001,0.6859295452514889
S01_Sess02_FB002,0.6985657342731231
S01_Sess02_FB003,0.7208996153641225
S01_Sess02_FB004,0.7260329125992349
S01_Sess02_FB005,0.7218173518726008
S01_Sess02_FB006,0.6882787274485943
S01_Sess02_FB007,0.7466035819158123
S01_Sess02_FB008,0.7481995499128108
S01_Sess02_FB009,0.7288651066596086
S01_Sess02_FB010,0.7586046937781128
S01_Sess02_FB011,0.7615310162996701
S01_Sess02_FB012,0.6995242764654851
S01_Sess02_FB013,0.708399164031528
S01_Sess02_FB014,0.6961746970997561
S01_Sess02_FB015,0.7115983912452856
S01_Sess02_FB016,0.7689979065202206
S01_Sess02_FB017,0.6894946373355986
S01_Sess02_FB018,0.7181457478584423
S01_Sess02_FB019,0.7463576914135914
S01_Sess02_FB020,0.7137102466499542
S01_Sess02_FB021,0.7376361476081752
S01_Sess02_FB022,0.7271249536347458
S01_Sess02_FB023,0.6932951684920592
S01_Sess02_FB024,0.7362479172532937
S01_Sess02_FB025,0.7473478793892254
S01_Sess02_FB026,0.7624421562019853
S01_Sess02_FB027,0.6935180517527216
S01_Sess02_FB028,0.7517153679224335
S01_Sess02_FB029,0.6886015536483305
S01_Sess02_FB030,0.7457919258195683
S01_Sess02_FB031,0.7554626351978826
S01_Sess02_FB032,0.6949602184235288
S01_Sess02_FB033,0.7476195627946267
S01_Sess02_FB034,0.7287036194164616
S01_Sess02_FB035,0.6901056710034582
S01_Sess02_FB036,0.7739644514106762
S01_Sess02_FB037,0.7346986000099923
S01_Sess02_FB038,0.7405265737595407
S01_Sess02_FB039,0.757897722147515
S01_Sess02_FB040,0.6887465063041297
S01_Sess02_FB041,0.7402810801355068
S01_Sess02_FB042,0.7072359799171168
S01_Sess02_FB043,0.7134493422235463
S01_Sess02_FB044,0.776177361246797
S01_Sess02_FB045,0.7462692542573144
S01_Sess02_FB046,0.6918832937132605
S01_Sess02_FB047,0.77704152736603
S01_Sess02_FB048,0.7486696545070806
S01_Sess02_FB049,0.7668693269535463
S01_Sess02_FB050,0.7522106953240605
S01_Sess02_FB051,0.745805572562612
S01_Sess02_FB052,0.6937992935165579
